Språk,Wikipedia-sida,Extern länk,Wikipedia-länk,Domän
sv,Älghults kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=%C3%84lghults+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Älghults_kyrka,www.kringla.nu
sv,Hylletofta kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Hylletofta++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Hylletofta_kyrka,www.kringla.nu
sv,Fagerhults kyrka,http://www.kringla.nu/kringla/sok?text=Fagerhults++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj&sida=1,https://sv.wikipedia.org/wiki/Fagerhults_kyrka,www.kringla.nu
sv,Kånna kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=K%C3%A5nna+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Kånna_kyrka,www.kringla.nu
sv,Hemmesjö gamla kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Hemmesj%C3%B6++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Hemmesjö_gamla_kyrka,www.kringla.nu
sv,Hemmesjö nya kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Hemmesj%C3%B6++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Hemmesjö_nya_kyrka,www.kringla.nu
sv,Kävsjö kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=K%C3%A4vsj%C3%B6+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Kävsjö_kyrka,www.kringla.nu
sv,Ekeberga kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Ekeberga++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Ekeberga_kyrka,www.kringla.nu
sv,Linneryds kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Linneryds++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Linneryds_kyrka,www.kringla.nu
sv,Nye kyrka,http://www.kringla.nu/kringla/sok?text=Nye+kyrka&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Nye_kyrka,www.kringla.nu
sv,Lidhults kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Lidhults++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Lidhults_kyrka,www.kringla.nu
sv,Södra Unnaryds kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=S%C3%B6dra+Unnaryds++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Södra_Unnaryds_kyrka,www.kringla.nu
sv,Hamneda kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Hamneda++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Hamneda_kyrka,www.kringla.nu
sv,Skepperstads kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Skepperstads++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Skepperstads_kyrka,www.kringla.nu
sv,Tävelsås kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=T%C3%A4vels%C3%A5s++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Tävelsås_kyrka,www.kringla.nu
sv,Tjulträsken,"http://www.kringla.nu/kringla/objekt;jsessionid=2BD2D493943F090640FD0D2B5A01319F?sida=5&referens=raa/kmb/16000300022399&omrade=-180.0,-90.0,180.0,90.0&sokFlik=1&filter=itemType%3Dfoto&filter=provinceName%3Dlappland&flik=0",https://sv.wikipedia.org/wiki/Tjulträsken,www.kringla.nu
sv,Dörby kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=D%C3%B6rby++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Dörby_kyrka,www.kringla.nu
sv,Nävelsjö kyrka,http://www.kringla.nu/kringla/sok?text=N%C3%A4velsj%C3%B6+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj&sida=1,https://sv.wikipedia.org/wiki/Nävelsjö_kyrka,www.kringla.nu
sv,"Björkö kyrka, Småland",http://www.kringla.nu/kringla/objekt?text=Bj%C3%B6rk%C3%B6+kyrka&filter=thumbnailExists%3Dj&referens=raa/kmb/16000200069932,"https://sv.wikipedia.org/wiki/Björkö_kyrka,_Småland",www.kringla.nu
sv,Förlösa kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=F%C3%B6rl%C3%B6sa+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Förlösa_kyrka,www.kringla.nu
sv,Söraby kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=S%C3%B6raby++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Söraby_kyrka,www.kringla.nu
sv,Mortorps kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Mortorps+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Mortorps_kyrka,www.kringla.nu
sv,Tolgs kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Tolgs+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Tolgs_kyrka,www.kringla.nu
sv,Ljushults kyrka,http://www.kringla.nu/kringla/objekt;jsessionid=6049B8655CE8E9A71F9D3143CACF3043?text=norrk%C3%B6ping&filter=thumbnailExists%3Dj&filter=subject%3Dmilj%C3%B6&sida=13&referens=raa/bbr/21400000549604,https://sv.wikipedia.org/wiki/Ljushults_kyrka,www.kringla.nu
sv,Bredestads kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Bredestads++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Bredestads_kyrka,www.kringla.nu
sv,Rogberga kyrka,http://www.kringla.nu/kringla/sok?text=Rogberga+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj&sida=2,https://sv.wikipedia.org/wiki/Rogberga_kyrka,www.kringla.nu
sv,Frinnaryds kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Frinnaryds+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Frinnaryds_kyrka,www.kringla.nu
sv,Tofteryds kyrka,http://www.kringla.nu/kringla/sok?sida=1&referens=raa/kmb/16000200080448&flik=1&text=Tofteryds+kyrka&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Tofteryds_kyrka,www.kringla.nu
sv,Almesåkra kyrka,http://www.kringla.nu/kringla/sok?sida=1&referens=raa/kmb/16000200080448&flik=1&text=Almes%C3%A5kra+kyrka&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Almesåkra_kyrka,www.kringla.nu
sv,Böja kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=B%C3%B6ja++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Böja_kyrka,www.kringla.nu
sv,Timmersdala kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Timmersdala+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Timmersdala_kyrka,www.kringla.nu
sv,Barkeryds kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Barkeryds+++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Barkeryds_kyrka,www.kringla.nu
sv,Tånnö kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=T%C3%A5nn%C3%B6++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Tånnö_kyrka,www.kringla.nu
sv,Gällaryds kyrka,http://www.kringla.nu/kringla/objekt?text=G%C3%A4llaryds++kyrka&filter=thumbnailExists%3Dj&referens=raa/kmb/16000200080569,https://sv.wikipedia.org/wiki/Gällaryds_kyrka,www.kringla.nu
sv,Hångers kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=H%C3%A5ngers++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Hångers_kyrka,www.kringla.nu
sv,Dannäs kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Dann%C3%A4s++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Dannäs_kyrka,www.kringla.nu
sv,Torskinge kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Torskinge++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Torskinge_kyrka,www.kringla.nu
sv,Nässjö stadskyrka,http://www.kringla.nu/kringla/sok?sida=1&text=N%C3%A4ssj%C3%B6++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Nässjö_stadskyrka,www.kringla.nu
sv,Sörgårdens kapell,http://www.kringla.nu/kringla/objekt;jsessionid=14EAA593CB420B9E668EC28963F34FD4?text=Stigsj%C3%B6&filter=itemType%3Dbyggnad&sokFlik=1&referens=raa/bbr/21400000549773,https://sv.wikipedia.org/wiki/Sörgårdens_kapell,www.kringla.nu
sv,Fittja tegelbruk,http://www.kringla.nu/kringla/objekt?text=Fittja+tegelbruk&filter=itemType%3Dfoto&referens=ablm/object/3895,https://sv.wikipedia.org/wiki/Fittja_tegelbruk,www.kringla.nu
sv,"Björnön, Malexander",http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000015676,"https://sv.wikipedia.org/wiki/Björnön,_Malexander",www.kringla.nu
sv,Augerums kyrka,http://www.kringla.nu/kringla/sok?text=Augerums++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj&sida=2,https://sv.wikipedia.org/wiki/Augerums_kyrka,www.kringla.nu
sv,Bäckaby kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=B%C3%A4ckaby+kyrka&referens=raa/kmb/16000200080448https://dub122.mail.live.com/default.aspx?id%3D64855,https://sv.wikipedia.org/wiki/Bäckaby_kyrka,www.kringla.nu
sv,Nättraby kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=N%C3%A4ttraby+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Nättraby_kyrka,www.kringla.nu
sv,"Utby kyrka, Göteborgs stift",http://www.kringla.nu/kringla/objekt;jsessionid=526F3ED09ACA9CD48269168B80A64642?text=R%C3%B6k&filter=provinceName%3Dv%C3%A4sterg%C3%B6tland&filter=provinceName%3Duppland&referens=raa/bbr/21400000252126,"https://sv.wikipedia.org/wiki/Utby_kyrka,_Göteborgs_stift",www.kringla.nu
sv,Långemåla kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=L%C3%A5ngem%C3%A5la++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Långemåla_kyrka,www.kringla.nu
sv,Högsby kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=H%C3%B6gsby++kyrka&referens=raa/kmb/16000200080448https://dub122.mail.live.com/default.aspx?id%3D64855,https://sv.wikipedia.org/wiki/Högsby_kyrka,www.kringla.nu
sv,Lekaryds kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Lekaryds+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Lekaryds_kyrka,www.kringla.nu
sv,Brahekyrkan,http://www.kringla.nu/kringla/sok?sida=1&text=brahekyrkan&referens=raa/kmb/16000200080448https://dub122.mail.live.com/default.aspx?id%3D64855,https://sv.wikipedia.org/wiki/Brahekyrkan,www.kringla.nu
sv,Skatelövs kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Skatel%C3%B6vs++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Skatelövs_kyrka,www.kringla.nu
sv,Kråksmåla kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Kr%C3%A5ksm%C3%A5la++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Kråksmåla_kyrka,www.kringla.nu
sv,Stenbrohults kyrka,http://www.kringla.nu/kringla/sok?text=Stenbrohults+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj&sida=1,https://sv.wikipedia.org/wiki/Stenbrohults_kyrka,www.kringla.nu
sv,Håcksviks kyrka,http://www.kringla.nu/kringla/objekt;jsessionid=A2ED4A9F9FD3DD9895ACAC91CF061A83?text=g%C3%B6teborg&filter=thumbnailExists%3Dj&filter=subject%3Dmilj%C3%B6&sida=162&referens=raa/bbr/21400000549720,https://sv.wikipedia.org/wiki/Håcksviks_kyrka,www.kringla.nu
sv,Ramnakyrkan,http://www.kringla.nu/kringla/objekt;jsessionid=FB87262A56D26F0D81154F651F822487?text=Kinnarumma+kyrka&filter=subject%3Dmilj%C3%B6&referens=raa/bbr/21300000005679,https://sv.wikipedia.org/wiki/Ramnakyrkan,www.kringla.nu
sv,Sandseryds kyrka,http://www.kringla.nu/kringla/sok?text=Sandseryds+kyrka&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Sandseryds_kyrka,www.kringla.nu
sv,Öljehults kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=%C3%96LJEHULTS+KYRKA&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Öljehults_kyrka,www.kringla.nu
sv,Eringsboda kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=ERINGSBODA+KYRKA&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Eringsboda_kyrka,www.kringla.nu
sv,Granhults kyrka,http://www.kringla.nu/kringla/sok?text=Granhults+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj&sida=1,https://sv.wikipedia.org/wiki/Granhults_kyrka,www.kringla.nu
sv,Fridlevstads kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Fridlevstads+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3D,https://sv.wikipedia.org/wiki/Fridlevstads_kyrka,www.kringla.nu
sv,Skene kyrka,http://www.kringla.nu/kringla/objekt;jsessionid=064B13631D54C6DACBE250BB5C8DE3F0?text=Norra+Vi&filter=thumbnailExists%3Dj&filter=provinceName%3Dv%C3%A4sterg%C3%B6tland&referens=raa/bbr/21400000443798,https://sv.wikipedia.org/wiki/Skene_kyrka,www.kringla.nu
sv,Valdshults kyrka,http://www.kringla.nu/kringla/objekt;jsessionid=77BB4F42D7BC0C2A2855D423369ED7C8?text=Sk%C3%A4nninge&filter=provinceName%3Dsm%C3%A5land&referens=raa/bbr/21400000442817,https://sv.wikipedia.org/wiki/Valdshults_kyrka,www.kringla.nu
sv,Hagshults kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Hagshults++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Hagshults_kyrka,www.kringla.nu
sv,Bondstorps kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Bondstorps+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Bondstorps_kyrka,www.kringla.nu
sv,Söderhamns tingshus,http://www.kringla.nu/kringla/objekt;jsessionid=154E03F46CD2F9094CF1C3714F55261A?text=H%C3%A4rn%C3%B6sand&filter=provinceName%3Dh%C3%A4lsingland&referens=raa/bbr/21400000696924,https://sv.wikipedia.org/wiki/Söderhamns_tingshus,www.kringla.nu
sv,Sillhövda kyrka,http://www.kringla.nu/kringla/sok?text=Sillh%C3%B6vda++kyrka&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Sillhövda_kyrka,www.kringla.nu
sv,Lösens kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=L%C3%B6sens+kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Lösens_kyrka,www.kringla.nu
sv,Hanna Friberg,http://www.kringla.nu/kringla/objekt;jsessionid=301ABAB6F0EDEA04FA6A61973F036F3C?referens=raa/fmi/10059900290002&flik=1,https://sv.wikipedia.org/wiki/Hanna_Friberg,www.kringla.nu
sv,Gustav III:s kröning,http://www.kringla.nu/kringla/objekt?referens=LSH/objects/67860,https://sv.wikipedia.org/wiki/Gustav_III:s_kröning,www.kringla.nu
sv,Stora Säby,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21400000586064,https://sv.wikipedia.org/wiki/Stora_Säby,www.kringla.nu
sv,Användardiskussion:Paracel63/Arkiv/2014,http://www.kringla.nu/kringla/objekt;jsessionid=AA0D3D2952E208EC4B8ACC52F2A220EA?sida=3&referens=raa/bbr/21400000583429&filter=provinceName%3Ddalarna&flik=0&teknisk=j,https://sv.wikipedia.org/wiki/Användardiskussion:Paracel63/Arkiv/2014,www.kringla.nu
sv,Nils-Harald Henström,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000003558,https://sv.wikipedia.org/wiki/Nils-Harald_Henström,www.kringla.nu
sv,Andreas Gehrman,http://www.kringla.nu/kringla/objekt?referens=tekm/person/3087,https://sv.wikipedia.org/wiki/Andreas_Gehrman,www.kringla.nu
sv,Skatelövs gamla kyrka,http://www.kringla.nu/kringla/sok?sida=1&text=Skatel%C3%B6vs++kyrka&referens=raa/kmb/16000200080448&flik=1&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Skatelövs_gamla_kyrka,www.kringla.nu
sv,Sländtrissa,http://www.kringla.nu/kringla/sok?text=sl%C3%A4ndtrissa&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Sländtrissa,www.kringla.nu
sv,Johanna Brunsson,http://www.kringla.nu/kringla/sok?text=johanna+brunsson&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Johanna_Brunsson,www.kringla.nu
sv,Vänerskolan,http://www.kringla.nu/kringla/sok?text=v%C3%A4nerskolan&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Vänerskolan,www.kringla.nu
sv,Slända (textil),http://www.kringla.nu/kringla/sok?text=sl%C3%A4nda&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Slända_(textil),www.kringla.nu
sv,Treklasens naturreservat,http://www.kringla.nu/kringla/objekt?referens=raa/fmi/10099300630001,https://sv.wikipedia.org/wiki/Treklasens_naturreservat,www.kringla.nu
sv,Flemmingelands kapell,http://www.kringla.nu/kringla/objekt;jsessionid=C7E5B56E5F6A9398387BE150C3457350?referens=raa/bbr/21400000442736&flik=0&teknisk=j,https://sv.wikipedia.org/wiki/Flemmingelands_kapell,www.kringla.nu
sv,J. Fred Olson,http://www.kringla.nu/kringla/objekt;jsessionid=C7E5B56E5F6A9398387BE150C3457350?referens=raa/bbr/21400000442736&flik=0&teknisk=j,https://sv.wikipedia.org/wiki/J._Fred_Olson,www.kringla.nu
sv,Anna Reinholdsdotters guldkedja,http://www.kringla.nu/kringla/objekt;jsessionid=C48A0A0733FF98ECC29BAD9F2A1CC277?sida=4&filter=subject%3Darkeologi&filter=fromPeriodName%3D1500-tal&referens=shm/object/109173,https://sv.wikipedia.org/wiki/Anna_Reinholdsdotters_guldkedja,www.kringla.nu
sv,Froarps vattenverk,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000013044,https://sv.wikipedia.org/wiki/Froarps_vattenverk,www.kringla.nu
sv,Asschierska huset,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21400000578404,https://sv.wikipedia.org/wiki/Asschierska_huset,www.kringla.nu
sv,Karlshamns rådhus,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21400000696761,https://sv.wikipedia.org/wiki/Karlshamns_rådhus,www.kringla.nu
sv,Skottsbergska gården,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000014105,https://sv.wikipedia.org/wiki/Skottsbergska_gården,www.kringla.nu
sv,"Stadshuset, Nyköping",http://www.kringla.nu/kringla/objekt?referens=raa/bbrb/21420000014786,"https://sv.wikipedia.org/wiki/Stadshuset,_Nyköping",www.kringla.nu
sv,Äppelviken,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21200000003819,https://sv.wikipedia.org/wiki/Äppelviken,www.kringla.nu
sv,Stora Takstens,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000014774,https://sv.wikipedia.org/wiki/Stora_Takstens,www.kringla.nu
sv,Dalarö societetshus,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000013138,https://sv.wikipedia.org/wiki/Dalarö_societetshus,www.kringla.nu
sv,Burmeisterska huset,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21400000581586,https://sv.wikipedia.org/wiki/Burmeisterska_huset,www.kringla.nu
sv,Villa Tesdorpf,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000027057,https://sv.wikipedia.org/wiki/Villa_Tesdorpf,www.kringla.nu
sv,Spångatan,http://www.kringla.nu/kringla/objekt?referens=MM/foto/1193036,https://sv.wikipedia.org/wiki/Spångatan,www.kringla.nu
sv,Högby fyr,http://www.kringla.nu/kringla/sok?text=H%C3%B6gby+fyr&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Högby_fyr,www.kringla.nu
sv,BESK,http://www.kringla.nu/kringla/objekt?referens=S-TEK/object/TEKS0032367,https://sv.wikipedia.org/wiki/BESK,www.kringla.nu
sv,BESK,http://www.kringla.nu/kringla/objekt?referens=S-TEK/object/TEKS0032368,https://sv.wikipedia.org/wiki/BESK,www.kringla.nu
sv,BESK,http://www.kringla.nu/kringla/objekt?referens=S-TEK/object/TEKS0032369,https://sv.wikipedia.org/wiki/BESK,www.kringla.nu
sv,BESK,http://www.kringla.nu/kringla/objekt?referens=S-TEK/object/TEKS0032370,https://sv.wikipedia.org/wiki/BESK,www.kringla.nu
sv,Junkers F 13,http://www.kringla.nu/kringla/objekt?referens=S-TEK/object/TEKS0016163,https://sv.wikipedia.org/wiki/Junkers_F_13,www.kringla.nu
sv,Thulin Typ A,http://www.kringla.nu/kringla/objekt?referens=S-TEK/object/TEKS0014137,https://sv.wikipedia.org/wiki/Thulin_Typ_A,www.kringla.nu
sv,TRASK,http://www.kringla.nu/kringla/objekt?referens=S-TEK/object/TEKS0041565,https://sv.wikipedia.org/wiki/TRASK,www.kringla.nu
sv,Martin Wiberg,http://www.kringla.nu/kringla/objekt?referens=S-TEK/object/TEKS0018318,https://sv.wikipedia.org/wiki/Martin_Wiberg,www.kringla.nu
sv,Bosco-automat,http://www.kringla.nu/kringla/objekt?referens=S-TEK/object/TEKS0016997,https://sv.wikipedia.org/wiki/Bosco-automat,www.kringla.nu
sv,Jäkkviks kapell,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000020398,https://sv.wikipedia.org/wiki/Jäkkviks_kapell,www.kringla.nu
sv,Dalarövraket Bodekull,http://www.kringla.nu/kringla/objekt?referens=raa/fmi/18000000070658/aspx,https://sv.wikipedia.org/wiki/Dalarövraket_Bodekull,www.kringla.nu
sv,"Västerledskyrkan, Stockholm",http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000004680,"https://sv.wikipedia.org/wiki/Västerledskyrkan,_Stockholm",www.kringla.nu
sv,Användare:Marijin/sandlåda,http://www.kringla.nu/kringla/sok?text=sl%C3%A4nda&filter=thumbnailExists%3Dj,https://sv.wikipedia.org/wiki/Användare:Marijin/sandlåda,www.kringla.nu
sv,K-samsök,http://www.kringla.nu/kringla/,https://sv.wikipedia.org/wiki/K-samsök,www.kringla.nu
sv,Diskussion:ORS,http://www.kringla.nu/kringla/objekt?text=chocksalt&filter=serviceOrganization%3Dsmm-mm&referens=smm-mm/object/MM24128,https://sv.wikipedia.org/wiki/Diskussion:ORS,www.kringla.nu
sv,Henrik Christoffer Klint (1773–1832),http://www.kringla.nu/kringla/objekt;jsessionid=2C8952C514E6D5D86FC381499731BD7A?referens=LSH/objects/38409,https://sv.wikipedia.org/wiki/Henrik_Christoffer_Klint_(1773–1832),www.kringla.nu
sv,Julia Lüning,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21400000442953,https://sv.wikipedia.org/wiki/Julia_Lüning,www.kringla.nu
sv,Alfabetsmästaren,http://www.kringla.nu/kringla/objekt;jsessionid=5C6E0F12182636C069F65136E3319B0E?text=Ytterl%C3%A4nn%C3%A4s&filter=thumbnailExists=j&sokFlik=1&referens=shm/art/900826M1,https://sv.wikipedia.org/wiki/Alfabetsmästaren,www.kringla.nu
sv,Diskussion:Ditlof Ross,http://www.kringla.nu/kringla/objekt?referens=raa/bbrp/21600000002308,https://sv.wikipedia.org/wiki/Diskussion:Ditlof_Ross,www.kringla.nu
sv,Användardiskussion:Larske/Arkiv 2011–2015,http://www.kringla.nu/kringla/sok?text=V%C3%A4stra+skrukeby+kyrka&sokFlik=1,https://sv.wikipedia.org/wiki/Användardiskussion:Larske/Arkiv_2011–2015,www.kringla.nu
sv,Diskussion:Fittja tegelbruk,http://www.kringla.nu/kringla/objekt?text=Fittja+tegelbruk&filter=itemType%3Dfoto&referens=ablm/object/3895,https://sv.wikipedia.org/wiki/Diskussion:Fittja_tegelbruk,www.kringla.nu
sv,Stora Kraveln Elefanten (1558),http://www.kringla.nu/kringla/objekt?referens=raa/fmi/18000000050768,https://sv.wikipedia.org/wiki/Stora_Kraveln_Elefanten_(1558),www.kringla.nu
sv,Koffernagel,http://www.kringla.nu/kringla/objekt?text=koffernagel&filter=thumbnailExists%3Dj&sida=2&referens=vm/objekt/71950,https://sv.wikipedia.org/wiki/Koffernagel,www.kringla.nu
sv,Rydboholms slott,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000013602,https://sv.wikipedia.org/wiki/Rydboholms_slott,www.kringla.nu
sv,Diskussion:Västra Fågelviks kyrka,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000004408,https://sv.wikipedia.org/wiki/Diskussion:Västra_Fågelviks_kyrka,www.kringla.nu
sv,Hjo kyrka,http://www.kringla.nu/kringla/objekt;jsessionid=034BD5F3D8C1AC8382F315B7126B4238?referens=raa/bbr/21400000549621,https://sv.wikipedia.org/wiki/Hjo_kyrka,www.kringla.nu
sv,Ställdals gård,http://www.kringla.nu/kringla/objekt?referens=raa/bbr/21300000020253,https://sv.wikipedia.org/wiki/Ställdals_gård,www.kringla.nu
