"19512788","Kyrkor i Dede ting : konsthistoriskt inventarium","1931","","Stockholm : Svenska Bokhandelscentralen","Lundmark, Efraim, 1885-1960","6880","Kyrkor i Dede ting"
"19512787","Kyrkor i Endre ting : konsthistoriskt inventarium","1931","","Stockholm : Svenska Bokhandelscentralen","Lundmark, Efraim, 1885-1960","6878","Kyrkor i Endre ting"
"19512942","S:ta Maria Magdalena kyrka i Stockholm","1934","","Stockholm : Generalstabens litografiska anstalts förl","Lundmark, Efraim","6886","S:ta Maria Magdalena kyrka i Stockholm"
"19512783","Tingstäde kyrka : konsthistoriskt inventarium","1925","","Stockholm : Gunnar Tisells tekniska förl","Lundmark, Efraim","6866","Tingstäde kyrka"
"19512782","Adolf Fredriks kyrka och S. Olofs kapell i Stockholm : konsthistoriskt inventarium","1924","","Stockholm : Gunnar Tisell","Mannström, Oscar, 1875-1938","6865","Adolf Fredriks kyrka och S. Olofs kapell i Stockholm"
"19512960","Kyrkor i Inlands Nordre härad : södra delen : konsthistoriskt inventarium","1962","","Stockholm : Generalstabens litografiska anst","Nilsson, Leif H., 1923-","6940","Kyrkor i Inlands Nordre härad"
"19512977","Ulrika Eleonora eller Kungsholms kyrka med St Görans kapell : konsthistoriskt inventarium","1915","","Stockholm: Norstedt","Olsson, Martin, 1886-1981","6850","Ulrika Eleonora eller Kungsholms kyrka med St Görans kapell"
"19512808","Kyrkor i Halla ting : norra delen","1952","","Stockholm : Generalstabens litografiska anst","Roosval, Johnny, 1879-1965","6911","Kyrkor i Halla ting"
"19512810","Kyrkor i Halla ting : södra delen","1952","","Stockholm : Generalstabens litografiska anst","Roosval, Johnny, 1879-1965","6913","Kyrkor i Halla ting"
"19512825","Kyrkor i Kräklinge ting : nordvästra delen","1959","","Stockholm : Generalstabens litografiska anst","Roosval, Johnny, 1879-1965","6929","Kyrkor i Kräklinge ting"
"19512771","Kyrkor i Lummelunda ting (utom Tingstäde kyrka) : konsthistoriskt inventarium","1914","","Stockholm : Norstedt","Roosval, Johnny, 1879-1965","6848","Kyrkor i Lummelunda ting (utom Tingstäde kyrka)"
"19512949","S. Jakobs kyrka.","1928","","Stockholm","","6871","['S. Jakobs kyrka', 'S. Jakobs kyrka.']"
"19512938","S. Jakobs kyrka.","1930","","Stockholm","","6877","['S. Jakobs kyrka', 'S. Jakobs kyrka.']"
"19512936","S. Nikolai eller Storkyrkan.","1927","","Stockholm","","6869","['S. Nikolai eller Storkyrkan', 'S. Nikolai eller Storkyrkan.']"
"19512937","S. Nikolai eller Storkyrkan.","1927","","Stockholm","","6870","['S. Nikolai eller Storkyrkan', 'S. Nikolai eller Storkyrkan.']"
"19512945","S. Klara kyrka.","1927","","Stockholm : Svenska bokhandelscentralen","Staf, Nils, 1901-1983","6868","['S. Klara kyrka', 'S. Klara kyrka.']"
"19512946","S. Klara kyrka.","1927","","Stockholm : Svenska bokhandelscentralen","Staf, Nils, 1901-1983","6872","['S. Klara kyrka', 'S. Klara kyrka.']"
"19512958","Karlshamns kyrkor","1960","","Stockholm : Generalstabens litografiska anst","Tuulse, Armin, 1907-1977","6932","Karlshamns kyrkor"
"19512957","Ronneby kyrkor : konsthistoriskt inventarium","1959","","Stockholm : Generalstabens litografiska anstalt","Tuulse, Armin, 1907-1977","6930","['Blekinge', 'Ronneby kyrkor']"
"19512824","Spånga och Hässelby kyrkor i Stockholm : konsthistoriskt inventarium","1959","","Stockholm : Generalstabens litografiska anstalt","Tuulse, Armin, 1907-1977","6928","Spånga och Hässelby kyrkor i Stockholm"
"19512853","Hjärtums och Västerlanda kyrkor","1968","","Stockholm","Wadell, Maj-Brit, 1931-","6967","Hjärtums och Västerlanda kyrkor"
